forum_id,post_id,post_layer,post_time,user_id,post_content,number_of_words
584061,4949616,1,2015/4/23 10:34,330402,"美国科学家近日在人体内发现了一种全新的“好”脂肪，它可提高胰岛素敏感性，降低血糖值，从而防治糖尿病。研究人员10月9日在美国《细胞》杂志上发表报告说，这种“好”脂肪是一种叫做“脂肪酸羟基脂肪酸”的脂质分子，此前没有引起人们注意，是因为它在人体细胞和组织内的水平较低。1.jpg(86.55KB,下载次数:0)下载附件保存到相册2015-4-2310:34上传脂质分子一般不利于健康，但也有少数脂质分子例外，如鱼油中含有的欧米伽-3型脂肪酸。但与哺乳动物自身无法生成欧米伽-3型脂肪酸不一样的是，人体自身便能制造并分解“脂肪酸羟基脂肪酸”分子。参与研究的美国索尔克研究所的阿兰·沙格泰利安教授说，有益脂质的种类不多，根据“脂肪酸羟基脂肪酸”表现出的功能，可以将其归入有益脂质。这一“好”脂肪是在研究一种脂肪酸水平较高的糖尿病抵抗小鼠时被发现的。脂肪酸水平高一般是胰岛素抵抗和葡萄糖不耐受的信号，但这种小鼠恰恰相反，不仅胰岛素敏感性提高，而且血糖水平得到控制。研究人员结合使用质谱分析和化学分析发现，此种小鼠的“脂肪酸羟基脂肪酸”水平比正常小鼠高出16到18倍。进一步研究显示，这种脂质分子导致小鼠血糖水平降低，胰岛素水平升高。研究人员还调查了存在胰岛素抵抗问题的糖尿病高风险人群，结果发现他们体内的“脂肪酸羟基脂肪酸”水平比正常人低50%至75%。研究人员认为，这些结果表明“脂肪酸羟基脂肪酸”水平的变化与糖尿病相关，因此这种脂肪酸有可能作为一种新方法防治糖尿病。此外，该分子还可减轻炎症，说明它也有潜力用于治疗类风湿性关节炎等炎性疾病。（本文转自中国科学院）",717
584075,4949778,1,2015/4/23 11:40,328276,我时不时感觉皮肤刺痛，问医生，医生没表示，我说我准备吃VB多维片，医生就说对我的刺痛有好处，难道是神经并发症啦！,56
584091,4950026,1,2015/4/23 13:53,42852,发现糖尿病时，尿糖4+，那时以测尿糖为主，有尿必测。试纸便宜，仅2元一盒，没有采血的痛苦。后来尿糖就逐步降低，直至测不出来。有了血糖仪就不再测尿糖了。去看医生，问起尿糖情况，我直接回答现在没有尿糖。回来想想，没有通过检测，只是凭臆断回答。因此又去买了尿糖试纸，测了几次，果真是没有尿糖，这才放心。,160
584098,4950088,1,2015/4/23 14:32,117000,诺和诺德在美国推出新型减肥药Saxenda，1068美元/月来源：生物谷2015-04-2313:402015年4月23日讯/生物谷BIOON/--诺和诺德（NovoNordisk）近日宣布，在美国推出新型减肥药Saxenda（liraglutide，利拉鲁肽，3mg），该药是首个开发用于体重管理的胰高血糖素样肽-1（GLP-1）受体激动剂，已获美国、欧盟、加拿大批准。目前，美国减肥药市场相对拥挤，Saxenda所面临的挑战，除了来自市面上其他3款减肥药（Contrave，Qsymia，Belviq），还包括如何说服医生。而且，Saxenda售价高达1068美元/月，这将进一步刺激纳税人治疗肥胖的意愿，至于患者需要支付多少，将取决于Saxenda是否被其个人医疗保险覆盖。相比之下，Orexigen公司推出的减肥药Contrave售价仅200美元/月。不过，诺和诺德有自己的策略。作为糖尿病领域的巨头，诺和诺德与全美内分泌医师建立有良好关系，该公司认为，凭借这一点Saxenda就能领先其他竞争对手。而且，临床医生对Saxenda已经很熟悉，该药与诺和诺德年销20亿美元的糖尿病药物Victoza（利拉鲁肽，1.8mg）具有相同的活性药物成分。另外，诺和诺德对Saxenda的目标人群也有精准定位。该公司今年早些时候表示，正在积极争取Saxenda进入“病态肥胖”患者的医疗保险，即体重指数（BMI）≥35的目标人群。在该群体中Saxenda的成本效益非常明显，患者治疗后健康及生活质量取得大幅改观。不过，诺和诺德首席运营官KareSchultz在2014年Q4财报电话会议中表示，现在谈Saxenda究竟能取得多大程度的成功还为时过早。业界将这一言辞解读为诺和诺德部分承认了该公司将要面临的市场竞争。Vivus公司和Arena公司分别在2年前推出了各自的减肥药Qsymia和Belviq，但市场反响平平，之后日本药企卫材与Arena达成合作，部分提振了Belviq的销售。但最近卫材宣布裁员，将会对Belviq的营销带来不利影响。另一方面，Orexigen去年推出Contrave，并与武田达成营销合作。一些分析师认为，这一联盟将成为减肥药领域一个更强大的竞争对手。到目前为止，Contrave的处方量正在稳步增长，市场份额约为三分之一。目前，武田在Contrave上部署有900名销售代表。武田在美国推出糖尿病药物艾可拓（Actos）以来，也与全美内分泌医师建立了良好的关系，该公司推出的共同支付援助计划，降低了患者的支出，不过Belviq和Qsymia也有各自的优惠。诺和诺德表示，将为Saxenda部署500名销售代表。有分析师预计，Saxenda的销售峰值有望达到15亿美元，而诺和诺德也对该药的重磅销售潜力非常有信心。Saxenda强大的临床疗效证据Saxenda（利拉鲁肽，3mg）是利用糖尿病药物liraglutide（利拉鲁肽）开发而成的首款减肥药物，该药也是近几年获批的第4款减肥药，也是唯一的减肥针剂。Saxenda的适应症为作为一种辅助药物，联合低热量饮食及运动，用于体质指数（BMI）大于或等于30的成年人，或者是那些体质指数为27及以上、伴有高血压、2型糖尿病或高胆固醇等至少一种肥胖并发症的成年人。在临床试验中，liraglutide（3mg）结合饮食和锻炼，能够有效减轻患者体重，同时也显著改善了肥胖相关合并症，如高血压、血脂异常、睡眠呼吸暂停。而在肥胖症合并2型糖尿病或糖尿病前期（prediabetes）患者中，除了降低体重外，liraglutide（3mg）也显著改善了血糖控制。今年3月初，诺和诺德公布了Saxenda一项IIIa期临床研究的新数据。该研究在超重患者中开展，尽管这些患者没有糖尿病，但都伴有肥胖相关问题（如高血压或高胆固醇）。数据显示，肥胖患者采用Saxenda治疗后，其血糖和血压水平、腰围都下降了，生活质量也得到了大幅改善。该研究的一个重要目的是验证长期注射Saxenda能够有助于延迟2型糖尿病的发生，但目前数据尚不能很好说明这一点。目前，在全球范围内，肥胖症已成为一种严重威胁健康的流行病，并导致其他一些疾病发病率的上升，其中最为显著的是心血管疾病、糖尿病和癌症。liraglutide是新一代的人胰高血糖素样肽-1（GLP-1）类似物，具有葡萄糖浓度依赖性的降糖效应和β细胞保护作用，同时还具备多种降糖外效应：如减肥，调节血压、血脂等心血管危险因素。（生物谷Bioon.com）信源：UnitedStatesfirstcountrytolaunchSaxenda,1945
584158,4950529,1,2015/4/23 17:29,329203,今天去医院问医生脚趾疼说是并发症没特效药让吃维生素严重了吃甲沽胺心情真心开心不起来,50
584309,4952935,1,2015/4/24 19:08,329195,据说，胰岛素从冰箱取出时直接打的感觉不好，是什么感觉，有人体验过吗,34
584359,4953861,1,2015/4/25 10:52,329203,查出糖尿病以来就没敢吃紫薯昨天没忍住生146克给消灭了餐二6.4还可以,40
584364,4953956,1,2015/4/25 11:35,328718,"病程:12年,治疗方案:锐30R三针.",19
413263,4588427,1,2015/1/9 9:28,323731,糖友们，我想问问大家你们的血糖仪和试纸一般在哪里购买，是网上还是在实体药店，我还从来没在网上购买过血糖仪呢，我觉得实体药店货源靠谱，但价格又太高，网上购买价格便宜一点，又不知性能怎样，各位前辈，给点经验之谈吧（最好说说你们的血糖仪牌子）拜托拜托,122
413961,4597019,1,2015/1/14 15:00,325747,1.性别：男2.年龄：413.糖尿病类型：Ⅱ型糖尿病4.患病日期：14年11月5.治疗方式：二甲双瓜6.出生地：河南7.目前居住地：驻马店8.注册原因：了解糖尿病知识9.你是从什么地方知道甜蜜家园的:百度就是这些了，新糖人来啦！！,124
413972,4597194,1,2015/1/14 16:15,325747,刚运动完，感觉有点头晕，心跳也不正常，怎么回事求解,25
414243,4601123,1,2015/1/16 14:48,325900,新人报到，发病两年，1.5型，怀孕5个多月，,22
415238,4613773,1,2015/1/23 14:08,326212,我来啦！我要晋级！,9
395179,4244817,1,2014/8/12 8:45,318039,怎么吃完饭总是餐后1小时高啊，有时候半小时会到8以上，怎么办呢,31
396302,4266832,1,2014/8/20 20:12,302114,我打优思灵30r胰岛素，打30分钟吃饭，但餐2时血糖都高，我是2型糖尿病，我怀疑是胰岛素分泌滞后，怎么知道胰岛素分泌滞后,61
396341,4267505,1,2014/8/21 7:55,316612,从发现dm，2个月从132斤减到116斤，但是现在体重怎么也不往下掉了，天天量体重，都是58公斤。这是怎么回事啊，我想减到106斤的标准体重。我吃的也不多呀，还运动。真邪门。听说吃二甲能快速减肥，但是又害怕副作用，真是头疼。,112
396909,4277039,1,2014/8/25 15:27,316612,看到论坛里好多人都有两个或者两个以上的血糖仪，测血糖的时候对比一下，但是我觉得这也太浪费了吧。每天得流多少血呀，听说一些血糖仪还比较费血。如果两个血糖仪出现不一致，你是还得去医院做静脉抽血吗DM又控制饮食，不让吃蛋白多的东西，怎么补血呢你们都查过血色素吗，低不低呀真心觉得有一个血糖仪就够了，实在不放心就去医院测个静脉。,163
397019,4279132,1,2014/8/26 11:02,226635,皮肤覆盖于人体的表面，可以算是人体最大、面积最广的器官，可以反映出内脏的病变。。所以从皮肤观察某些病症的信号，也是有理可循的。糖尿病是一种慢性内分泌代谢性疾病。近年来，医学界研究发现，不少缺乏典型征状或是处于隐性期间的糖尿病人，其皮肤往往会出现种种异常变化对于糖尿病患者来说，反映到皮肤上的信号有：全身或局部性瘙痒专家说，其实皮肤瘙痒是糖尿病的早期发病的症状之一，糖尿病患者发生皮肤病或是皮肤感染的很常见，有一些患者甚至是在皮肤科看皮肤感染时，才知道患有糖尿病。早期糖尿病人的皮肤瘙痒分为全身性或局部性，发病部位则不定，发病程度也不一致，但一般多发生于女阴、阴囊等部位，特别是女性外阴瘙痒更为常见。毛囊炎早期糖尿病患者体内的血糖浓度已经比正常人高，皮肤组织的含糖量也高，容易滋生细菌和真菌，发生感染，其中最常见的是毛囊炎。皮肤上会出现痱子样的炎症。这些痱子样的小疙瘩里面有脓液，触摸时会痛，把脓液排出后会愈合，但会反复发作，此起彼伏。如果不及时处理，会引起毛囊周围炎，又叫做疖。出汗多由于糖代谢障碍，神经功能紊乱，交感神经兴奋，汗腺分泌异常，糖尿病患者皮肤潮湿多汗，动不动就汗流浃背。这可能是神经病变的前兆，是糖尿病的并发症，患者应给予足够重视。感觉异常四肢的皮肤时有麻木灼热感，也有人四肢疼痛，穿衣服和盖被子的时候疼得更厉害。长期高血糖可引起神经系统并发症，但有些患者出现感觉异常后仍然不知道自己有糖尿病。皮肤疱疹糖尿病人身体抵抗力弱，皮肤容易感染。有的患者皮肤上会长水疱，里面有透明的浆液，多出现在手脚上。虽然水疱几周内就可愈合，但会反复出现。,712
397227,4282780,1,2014/8/27 16:59,318039,中国工程院院士郑树森说：人工器官、克隆器官将成器官移植供体来源胰腺移植，糖尿病不用吃药可根治心脏移植，敲除猪心基因可作供体http://www.zy91.com/zxxw/1980.jhtml,99
397228,4282801,1,2014/8/27 17:04,318039,原来觉得馒头不好吃，现在发现馒头真香，看着包子铺的包子心想吃4个包子就是一种幸福，哎，什么时候能根治啊,51
397324,4284574,1,2014/8/28 11:26,226635,"说到糖尿病的危害，毋庸置疑就是它的并发症危害极大，尤其是糖尿病足严重的甚至影响患者的身心健康。据调查，我国城市糖尿病患病率达1％，40岁后随年龄增长呈直线上升，几乎每增长10岁年龄，患病率增加1％。这些老年糖尿病人常无典型的多尿、多饮、多食、消瘦等所谓“三多一少”现象，反而以体胖者更为多见。神经病变、血管病变及感染构成糖尿病足的三大因素糖尿病足是糖尿病患者特有的临床表现，是糖尿病严重的血管并发症之一。那么，糖尿病足是怎么形成的呢内分泌科医生分析，长期糖尿病可引起大动脉硬化、冠心并脑动脉硬化。糖尿病还可引起微血管病变，影响肾脏，出现糖尿病性肾病，此及形成高血压的另一因素。高血压又加剧糖尿病性肾病，使肾损害不断加重。另外，糖尿病还可影响神经系统，出现糖尿病性神经病变，常表现为周围神经病变，出现肢体感觉异常、减退。由于肢体感觉减退，极易发生损伤，而且由于神经及血管病变，下肢皮肤营养供应不良，一旦损伤不易愈合，易继发感染和形成溃疡，久治不愈。由于周围神经病变，可导致足底小肌肉萎缩，呈爪形趾。由于足部变形，步态改变，可使着力点发生改变，易产生胼胝、鸡眼，摩擦易发生损伤。加之肢体植物神经病变，出汗减少，足部皮肤干裂，肢体动脉硬化引起缺血，极易发生皮肤溃疡、感染。由于肢体动脉粥样硬化，下肢缺血，可引起小腿肚易抽筋，走路久时下肢疼痛，跛行，须歇息后才能缓解，这种现象医学上称之为""间歇性跛行""。以上神经病变、血管病变及感染构成糖尿病足的三大因素。秋季预防糖尿病足要保暖关于秋季节如何预防糖尿病足专家建议：到了秋季，广大网友应该预防糖尿病足要做好保暖工作。因为，秋季糖尿病患者足部保暖，可保证足部血液循环。避免长期暴露于寒冷或潮湿环境。另外，患者的鞋子要保持干燥，鞋垫要经常洗晒，宜用柔软保暖的鞋垫，宜穿羊毛袜或棉纱袜，有助于吸湿保暖。为缓解夜间足凉可穿袜套，但不要用热水袋、汤婆子、小火炉暖脚，以免发生烫伤。值得注意的是，糖尿病人预防糖尿病足要注意鞋袜合适，不宜过紧、过硬，每天应检查鞋内有无异物、趾甲屑等，鞋垫是否平整。鞋号要合脚，穿新鞋每次不宜超过两小时，而且不宜长距离走路，以免足磨损。",925
397356,4284994,1,2014/8/28 14:39,318888,1.牛奶中含有丰富的蛋白质、微量元素以及多种维生素，对心脑血管有着保护作用，还可以预防冠心病，可降低血压，预防骨质疏松，对防治糖尿病有着很大的帮助。2.牛奶对普通人来说有着滋润脾胃，生津润肠、补虚安神的功效。牛奶仅含糖3.4%左右，含量并不高，只相当于菜花的含糖量，低于任何水果，对患者血糖影响不大。3.乳类中的碳水化合物主要是乳糖和半乳糖，有促进钙吸收的作用，这对于糖尿病病人是非常重要的。乳类是动物性食物食品中唯一的成碱性食物，对糖尿病患者是一个非常好的选择。4.糖尿病病人由于代谢紊乱，体内会产生一些酸性物质，而牛奶是成碱性食物，所以具有使体液保持酸碱平衡的作用。5.牛奶对我们人体的影响很大，和牛奶也是为了治疗糖尿病。牛奶的含糖量很少，所以根本不用担心。,335
397437,4286653,1,2014/8/29 8:56,316612,咱们DM能每天喝一小杯葡萄酒吗或者在节日聚餐上喝一小杯我是葡萄酒爱好者，没得DM之前总是喝一小杯，自从DM后就没碰过，都说葡萄酒对身体有好处，那DM能喝吗,81
397460,4287081,1,2014/8/29 11:37,313753,昨天买了一本书《别让医生杀了你》很有感触早上上班在外面吃的，改革了一下稀米粥、俩素馅包子，合计3元，真便宜、最主要是健康绿色无添加剂...以往早餐只关注营养不营养，现在干脆不要计较营养了，此前早餐基本是牛肉面或混沌、酸奶、茶叶蛋这个卡路里什么的肯定超了现在要改变，我要过穷生活，怎么简单怎么吃，总胆红素偏高低密度脂蛋白达上限了怕血脂高、以后就尽量吃老人餐，越简单越好，开始强迫自己过最差的生活吃最自然的食品.........,220
397481,4287692,1,2014/8/29 14:58,316612,最近血糖控制的挺好，我一直没吃药没打针，最近早上空腹都在5.6以下，早餐和晚餐2小时都是7左右，但是中餐2小时后有3次都到了15，这三次有两次是在感冒期间，但是中午饭也没吃多或者吃不该吃的东西，比如今天：空腹5.4早餐二6.4，中餐二15.2，简直是匪夷所思。中午吃了一块玉米发糕，半杯豆浆，一点香菇酱。大家对此怎么看我该如何调整中餐2呢,172
397567,4289343,1,2014/8/30 9:47,313753,早餐蛋炒饭，蔬菜，冰糖豆浆一玻璃杯餐前4.8餐二6.5.......餐三8.6是什么意思（生化糖耐正常）,60
397596,4289689,1,2014/8/30 13:00,313753,"此前发的贴子表述不准确,上午9点半测的应该是〝随机血糖〞不应是餐三血糖。是前天早上在家测空腹4.8餐二6.4不是今天早上，今天上午因为同事买了新血糖仪所以随机测了一下8．6,,,,,,为什么这个随机这么高呢",107
398462,4319036,1,2014/9/5 17:54,317565,"刚才的唐护士和鱼2貌似没啥人看这下来卓越QQ图片20140905175229.jpg(29.89KB,下载次数:33)下载附件保存到相册2014-9-517:54上传QQ图片20140905175233.jpg(27.33KB,下载次数:28)下载附件保存到相册2014-9-517:54上传",170
398654,4322285,1,2014/9/7 11:24,311545,一开始不知道老爸从哪里开了个安准来。后来我积极参加活动，智能、糖护士都有了。还有京东买的易准我现在是三诺粉拉，期待三诺产品质量稳定稳定再稳定,71
400220,4352552,1,2014/9/19 17:28,20787,"用易准与卓越对比，观察稳定性。卓越试纸是水货15年1月期。易准是15年10月期，批号3412NA。对比都前些日子的。全部对比都在此上传。IMG_0546.JPG(102.74KB,下载次数:30)下载附件保存到相册2014-9-1917:22上传IMG_0549.JPG(86.13KB,下载次数:40)下载附件保存到相册2014-9-1917:22上传IMG_0555.JPG(94.9KB,下载次数:35)下载附件保存到相册2014-9-1917:22上传IMG_0557.JPG(58.5KB,下载次数:36)下载附件保存到相册2014-9-1917:22上传这次用的易准试纸都是两电极。裸露的电极部分比较长。使用时不要用手触及电极。电极向血糖仪插入时，阻力比较大，不要折弯试纸。",390
409403,4531000,1,2014/12/4 22:45,320270,"今天晚上吃了2两乔麦面和蔬菜，先吃菜后吃面，吃到7.8分饱，白天运动了，晚上没运动！餐后1小时7.3,2小时8.8，用的活力和卓越一起测的，结果都一样！这是怎么回事啊",84
409647,4534847,1,2014/12/7 13:06,320270,"医生经常让糖尿病患者测餐后2小时，我发现一个问题，让我血糖说话:空腹5.1,餐后1小时8.5,餐后2小时6.4。还有一次空腹5.3，餐后1小时5.3,餐后2小时8.5，餐后3小时6.5。这个血糖高峰也太坑了嘛，还让人怎么找高峰了我喝75克糖水高峰在1小时，自己在家吃饭经常高峰都在变，各位同志这种情况是怎么回事！",157
424431,4655703,1,2015/2/9 22:44,320270,"我查出来糖前，总是感觉饿，吃了饭3,4个小时肚子就开始叫了，饿的时候测血糖5.3左右，空腹一般5.5内，餐后8点多，可是总是饿啊，到底该怎么办",71
510677,4791881,1,2015/3/12 13:09,320270,我空腹血糖5.3，早上11点才吃的早餐，吃的50克燕麦和蔬菜，还有一个鸡蛋和三片江中喉头菇饼干！没动！测了餐1:9.0，餐1个半小时8.2，餐2小时6.8，昨天测的糖化5.3%参考值是(4.0-6.0)这个餐1高的太夸张了，我现在怀孕50多天了，糖前怀孕的该怎么办,132
510866,4792195,1,2015/3/12 14:39,320270,没吃早饭，午餐吃了50克燕麦蔬菜和鸡蛋，还有三片江中喉头菇饼干！餐后1小时9.0，餐后1个半小时8.2，餐后2小时6.8，餐后3小时4.1，餐后3个半小时4.8，这是怎么回事呢,88
518348,4802605,1,2015/3/14 10:31,320270,我想咨询下，我生了第一个孩子一年后血糖异常，空腹5.3，餐后半小时8.7，餐后2小时7.9，餐后3小时5.8！医生说糖耐量减低，最后自己饮食运动控制，餐后不是1小时就是8小时到8点多！把牙龈发炎治好后血糖好多了！可是我又发现怀孕了，而且快2个月了！怀孕后小便也不正常，经常感觉小便上面像吐的口水，有些小泡沫很难消失！空腹15个小时做了微量白蛋白，结果是13.98，参考是30，比值是6.98，参考也是30！最近这两天血糖又疯了，餐后1小时到9的情况都有！检查出得了盆腔炎，真是祸不单行啊！请问我怀孕后是不是一定变成糖尿病啊，因为我血糖孕前就异常了！如果我怀孕3个月后就打针可以一直维持糖前吗谢谢各位,300
447305,4689528,1,2015/2/16 15:18,107103,"我觉得是不是吃多了点,这蛋白量大了好象,所以导致高了不少",28
448530,4691976,1,2015/2/17 11:21,322833,准备换长效胰岛素，来得时换成长秀霖，有更换过的友们介绍注意情况，可取吗现在来得时晚10打14单位，长秀霖需要减还是加。,60
449080,4693611,1,2015/2/18 8:05,107103,什么原因呀有点闹心了......,16
368154,3765408,1,2014/1/17 11:35,120316,真心的请当了妈妈的DM朋友说说你们给自己的孩子是母乳喂养还是混合喂养还是奶粉啊我奶水不足只能混合，但是听说母乳喂养能降低得这个破病的风险，我满心的愧疚。有妈妈说说自己的情况吗,98
372526,3858125,1,2014/2/26 13:33,125922,停药后血糖还算稳定，最近抽时间查了个C酞3两馒头餐（折后2两干面），吃完后丝毫不运动，就坐着等抽血，平时裸奔血糖一直还不错，一直是正常内，检查那天血糖确实不给力，不知道是否和头天晚上吃很多肉有关系餐前：胰岛素16.39，C肽3.55，血糖7.1餐后半小时：胰岛素29.78，C肽4.51，血糖7.6餐后一小时：胰岛素96.75，C肽8.17，血糖12.1餐后二小时：胰岛素127.30，C肽12.09，血糖9.0餐后三小时：胰岛素80.98，C肽9.77，血糖7.4,259
374919,3911057,1,2014/3/15 13:49,226635,一项长期的研究表明，患有妊娠期糖尿病的孕妇，在以后的生活中，可能会增加罹患心脏病的风险。妊娠糖尿病只出现在怀孕期间或者孕期结束后一般会消失。然而，它已被证实可以增加女性在未来患2型糖尿病的风险。这项新研究发现，妊娠期糖尿病也会增加女性在中年患心脏病的风险，这种风险通常出现在她们患糖尿病或代谢综合征之前，代谢综合征是指多种可以增加心脏病风险的症状和情况。该研究包括了美国近900名年龄在18岁到30岁之间的女性，这些女性都经历过一个或多个孕期，研究人员在20年间对这些女性的随访中发现，有13%的女性患有妊娠期糖尿病。研究人员在这些女性怀孕12年后检查她们颈动脉的厚度，也就是当她们38岁至50岁时。增厚的颈动脉——称为动脉粥样硬化——是心脏病的前兆之一。那些在20年的随访中没有患糖尿病或代谢综合征的女性中，曾经患有妊娠糖尿病的女性的颈动脉厚度，比那些没有患病的女性大得多。研究报告刊登在3月12日的《美国心脏协会杂志》上。“这一发现表明妊娠期糖尿病的历史可能会影响早期动脉粥样硬化的发展，在她们患糖尿病和代谢疾病之前，”加利福尼亚州北部的资深研究科学家，该研究的主要作者艾瑞克·甘德森，在杂志的新闻发布会上说。“妊娠糖尿病可能是早期女性患心脏病的风险因素，”她说。研究发现妊娠糖尿病与心脏病风险之间的关联。但尚未证明两者之间存在因果关系。,605
375366,3920722,1,2014/3/18 19:51,60295,家里老人一直希望我能怀孕生个孩子，每次看见论坛里的各位糖妈妈们都有了可爱的宝宝。好羡慕啥时候自己能有个孩子，再没有估计婆婆都要劝她儿子和我离啦哎~~~~~,89
376548,3943328,1,2014/3/27 13:59,229852,我是从去年11月份确认的2型，前段时间医生说我控制的不错，可以考虑怀孕，请教一下想要准备怀孕，孕前检查什么去检查的时是不是得和医生说自己是糖尿病人呢,75
379656,3999870,1,2014/4/19 21:01,303855,我是2型早16晚6单位诺和50，中午不打胰岛素13点50吃了16个韭菜盒豆腐饺子，称了熟饺子是半斤的量餐后3点50测血糖是7.5，中间一小时运动是在房间模拟跳绳5分钟，俯卧撑20个原地跑了几分钟晚餐吃饭时间是6点40多，一小时后走了2里多路户外运动8点53分测血糖是5.3,142
380783,4020069,1,2014/4/28 13:44,5637,妊娠期体重增加20%以上是一种正常的生理现象。分娩后，母体恢复正常体重的调节能力可被生活方式等诸多因素破坏，包括缺乏锻炼、戒烟和睡眠时间有限。因此，妊娠和产后体重滞留可明显改变妇女长期体重增加模式。实际上，与妊娠期增加的体重相比，产后1年体重能更好的预测女性15年后超重可能性。女性产后体重滞留的累积效应可能会导致心脏代谢疾病风险增加。但是，由于缺少评估产前/产后体重变化与心血管/代谢危险因素关系的研究资料，几乎没直接的证据支持这一假设。针对这个问题，来自加拿大西奈山医院的Kew等进行了一项研究，试图评价产后第一年体重变化的心脏代谢含义，以及它的时间效应。研究结果发表在近期的DiabetesCare上。研究人员对妊娠期招募的305名妇女妊娠期、产后3月和12月的心脏代谢特征进行评估。根据孕前与产后3月体重变化比较，以及产后3月与12月体重变化比较情况（体重减轻或增加），将参与者分为4组：体重减轻/体重减轻，体重增加/体重减轻，体重减轻/体重增加，体重增加/体重增加。结果显示，与孕前相比，大多数女性（81.0%）产后3月体重增加；而产后3-12月间，大多数女性（74.4%）体重减轻。产后3月时，各组经校正的LDL胆固醇和载脂蛋白-B（apoB）均值略有差别，但是校正后的血压、空腹和2h血糖、HDL、甘油三酯、稳态模型评估的胰岛素抵抗指数（HOMA-IR）、乙二腈和C-反应蛋白没有显著性差异。但是产后12月时，上述指标出现明显的梯度变化，从体重均减轻组到体重减轻/体重增加再到体重均增加组，校正后的舒张压、HOMA-IR、LDL和apoB逐渐升高。同样地，校正后的乙二腈均值在不同组间逐渐降低。结果表明，分娩后3-12月体重没有明显下降的女性最早在产后1年就会出现不良心脏代谢特征。提示产后3-12月是一个关键的时期，期间医生和患者都应注意，体重控制对于女性长期代谢和心血管疾病都可能具有重要作用。,828
381939,4039275,1,2014/5/7 21:47,314205,我2010年住院切了右边的卵巢加人流术（卵巢长了个包块病检出来是卵巢交界性浆液性乳头状囊腺瘤，人流是手术病检出来是部分性葡萄胎）之后一直为孕，就在今年2014年3月31日我复查的日子（本来想这次复查完了就去排队做试管了是），抽血结果超出了正常范围，B超先生左侧卵巢也长了个包块，4月2日我回到当地医院住院准备第二次手术，第二天医生告诉我，我的血糖很高，让我去内分泌会诊医生确诊我是2型糖尿病，当时我天都要塌了，我在27岁怎么那么年轻就有糖尿病，医生说我肥胖引起的。空腹血糖9.94餐后2小时11.4918.4511.51空腹胰岛素10.85糖化血红蛋白11.3%妇科医生让血糖降下来了才让手术（医生让打胰岛素每次8个单位一天三次，餐后血糖正常了但是空腹血糖还是高，然后又加到8-8-10空腹总算降下来了），等到了4月8日才让我手术，唯一欣慰的就是这次手术病检出来是良性的，出院时医生让我快点生孩子。在医生说我的糖尿病后每天每天的在哭，想我自己已经经历了那么多痛苦了，还让我得这个病，还想过自杀，害怕以后要是不能生了怎么办，害怕我老公离开我，就这我住院这几天，我老公的不离不弃，我的信心又回来了，我努力减肥努力把血糖控制好，然后去试管，在手术后，我有一天中午只吃了一点点米饭血糖就到12.5，晚上也吃了几口血糖就到12，从那天知道一吃米饭血糖就升高了，我就在也没吃米饭包括所有含有高淀粉的食物，我住院的时候体重186斤，到现在已经瘦了17斤了。出院的时候我的内分泌会诊，医生说让我开始打胰岛素，我不想打，我害怕。医生就让我先吃药，每天二甲双胍肠溶片*2+伏格列波糖分散片*1吃了20天有两次出现低血糖的现象，5月4日去医院查空腹血糖4.5，医生就给我换药了二甲双瓜缓释片*1+伏格列波糖分散片*1也开了20天，我自己也买了个血糖仪测餐后血糖5.4现在我要努力瘦下来，到时候去试管，努力的生个健康的孩子，给我最爱的老公一个完整的家。,839
384065,4073925,1,2014/5/23 19:54,81633,请姐妹们帮助我...如果我停格华止1个月就要宝宝.可以吗....,34
384453,4080440,1,2014/5/27 10:03,70654,我想请教各位生过孩子的1型糖妈妈们，准备怀孕期间可以吃叶酸吗会不会影响血糖呢，我现在是带着胰岛素泵的，还有如果怀孕了要注意哪些方面希望生过的糖妈妈们多多指教啊，给点意见吧！在此谢谢大家啦！,96
392010,4192041,1,2014/7/18 14:33,248021,我是用的速效胰岛素诺和锐，以前没测过餐后一小时，这几天测了几次，发现每次餐后一个小时都比两个小时要低，甚至比餐前也要低，这是怎么回事,67
